Timestamp,Name,Comment,Language
1:40:42 , (Member (2 months)) *HK$50.00* Sou Saori, Could you please close to the mic and ruffle your hair? :smiling_face_with_heart_eyes:Cuz that may sounds like we are touching back your head:red_heart:,en
1:41:04 , (Member (2 months)) *$100.00* Memelo, Congrats on 550k milord:red_heart::red_heart::red_heart:,en
1:41:27 , *$5.00* Midna_Kage," Thank you for putting me to sleep, evening though it's morning for me. Btw, sorry for starting the squidward trend in your last stream XD",en
1:41:34 , *¥610* ましろ," This is my first spacha. Can I have your love on my lips and on my right ear? I'm Japanese, so sorry if my English is not correct>< I love you ♡",en
1:42:01 , (Member (1 month)) *HK$100.00* Dusk♡, congrats for 550k:party_popper::party_popper::party_popper:,en
1:42:08 , *CA$6.99* Momo.Nekobud, Congrats on 550K!! Thankful AirPods are a thing to listen away at work ,en
1:42:36 , *¥610* SonoKo," This heart beating reminds me that its really a long time you have walked. :crying_face:And now, can we keep your heart? And your cute stomach:red_heart:u never walk alone",en
1:42:38 , (New member) *HK$25.00* May Zheng, congrats milord:party_popper::party_popper::party_popper:im sorry i have to go to sleep now:zzz:love u as always mua:red_heart::red_heart:,en
1:43:10 , (Member (1 month)) ラン, congrats on 550k !!! love you Milord :red_heart:,en
1:43:28 , (Member (1 month)) *ARS 550.00* 墨黎ロナ, CONGRATS on 550k! :confetti_ball: with a night kiss :red_heart:,en
1:44:29 , (Member (1 month)) *NT$300.00* Jupiter, Congrats on 550k:red_heart:,en
1:44:33 , *£4.49* Cindy," I can hear your heart beating really fast, that must’ve the evident of how much you love me right :eyes:",en
1:44:55 , *SGD 5.00* Mamoww [มะโมว], ํYour heart rate makes me feel My heart and your heart are beating together. // Congrats 550K Milord ,en
1:45:54 , (Member (2 months)) *€20.00* Sulin_Benedetta, Congrats on 550k:party_popper::party_popper::party_popper:,en
1:46:45 , *HK$38.00* Christine, Thank you daddy:two_hearts::two_hearts::two_hearts::two_hearts: Can I be your little kitty:pleading_face:?,en
1:47:08 , (New member) *SGD 50.00* Hamin, Your voice makes me feel safe and comfort.I think I'll try not to stay up late tonight.Love u so much and congrats on 550K!:red_heart::red_heart::red_heart:,en
1:47:34 , (Member (1 month)) *ARS 100.00* kyu, HAPPY 550K:red_heart::red_heart::red_heart:,en
1:48:24 , (New member) *$10.00* juju, Love you milord; congrats on 550K :red_heart: Sleep well!!,en
1:48:36 ," (Member (2 months)) *¥10,000* HIBIKI", congrats on 550k and thank you for today. life is usually painful but daddy you are painkiller:_MiSmile:,en
1:48:51 , (Member (2 months)) *₱125.00* Ais [Vox's FARTussy]," i just got back from work, miRest. Did someone fart? I smelled something.",en
1:48:59 ," (Member (1 month)) *¥1,000* 🔥いもころりん🔥", Your heart beat calms me down and stomach sound is cute♡ Thank you Milord. And congrats on 550k:red_heart::party_popper:,en
1:49:59 , (Member (1 month)) るいん," Can you say ""おやすみ　いいゆめを“ please? It means ""goodnight, have a nice dream"". Congrats on 550K!!! :party_popper::party_popper::party_popper:Love you, Goodnight:_MiPray:",en
1:50:40 , *A$14.99* 𝑨𝒔𝒉𝒕𝒐𝒏 𝑫𝒂𝒓𝒗𝒆𝒍𝒍," Had a 12 hour shift today, this is what I needed tbh :black_heart::black_heart::black_heart: love yah~~",en
1:50:41 ," *ARS 2,000.00* 千雨🧡🐱ちさめchan", Congrats on 550k:party_popper::party_popper:milord!Make sure you have enough rest.,en
1:51:18 , *₱125.00* Sun Tortol," goodnight milord, spent the day making a chibi live2d model for you, i hope to give it to you once i'm done. thank you so much for bringing joy to us.",en
1:51:22 , (Member (2 months)) *A$5.00* cuppatokki," Thankyou for showering us with so much love Vox. I am proud to support you, king :_MiSmile:. Happy 550k",en
1:51:23 , (New member) *HK$25.00* JojoJoey, Very relaxing. Thank you.:_MiPray::_MiPray:,en
1:51:45 , (New member) *MYR 15.00* Nurin Allyna," There are fireworks going on in my neighbourhood,making me so anxious right now. Thank you Vox cos this is very relaxing :) :red_heart: ",en
1:52:00 , (Member (2 months)) *₱125.00* Ais [Vox's FARTussy], this feels nice after a long day at work. hugs and heartbeats. :red_heart: so warm. can I get a soft brushing of the hair?,en
1:52:03 , (New member) *¥610* u ka, love vox so very very TASKR heart beats Congratulations to 550k:red_heart::white_heart::black_heart:,en
1:52:28 , *A$7.99* 𝑨𝒔𝒉𝒕𝒐𝒏 𝑫𝒂𝒓𝒗𝒆𝒍𝒍, About to make some 2am BEEF noodles :raised_hand::weary_face:,en
1:52:33 , (Member (1 month)) Afiah, no need for melatonin thanks for curing my insomnia :_MiCry:,en
1:53:36 ," (Member (1 month)) *¥2,440* RRRIKA 💟", I went to watch movie with my friend tonight so i just got home. It's so lucky that i catch the moment with heartbeat and kisses thank u :red_heart:,en
1:53:49 , (Member (2 months)) *NT$150.00* Sarina, Only a shred of it.I do need you and your stomach kun,en
1:55:17 ," (New member) *ARS 1,000.00* Samantha_Xin", I love smelling the scent of soap on the quilt and feeling the warmth left by the sun when I go to bed. But what I like most is actually having you by my side. wo ai ni (love u)! Congrats 550k Milord! :party_popper: kiss*100~,en
1:55:23 , (Member (2 months)) *₱125.00* Ais [Vox's FARTussy], can I get a goodnight kiss on the...neck? :flushed_face: it might help me sleep tight.,en
1:55:25 , (New member) *₱249.00* haha🧧," the ambulance interrupted you earlier when you were about to read my supa but it’s ok milord, i accept kisses as compensation :pleading_face::pleading_face: hehe congrats on 550k",en
1:55:55 , *HK$38.00* Christine, Call me a good kitty please daddyyyyyyyyyyyyy:pleading_face: happy 550k:face_with_tears_of_joy::red_heart: love you so much daddy,en
1:56:08 , *HK$10.00* Mikey," Congrats 550k, my milord (mua:red_heart:",en
1:56:31 , (Member (2 months)) Saphy Moon," Happy to be a member this long, Milord! You're amazing!",en
1:57:15 , (Member (1 month)) *€4.99* Damiano, Hi Milord! May I ask for a « je t’aime mon Amour »? It’s « I love you my love » in french :red_heart::red_heart:,en
1:57:19 , (Member (1 month)) Yinuo Nya, Daddy !!!!!!! Kiss me !!!!!!!!!!!!!!,en
1:57:36 , (Member (2 months)) mxnchoild," Please say ""it's okay. I'm here now. You're safe, and you've done so well today. You deserve a break, mi amore."" :_MiPray: (ty mwah mwah)",en
1:58:14 , (Member (2 months)) *HK$500.00* Phoenix_chi hang," I hate you!!!:_MiCry: You really make me feel so sleepy now, I was planning to play mincraft for the whole night later!!!!!!! I can't do that now!!!!:_MiCry::_MiCry::_MiCry:",en
1:58:21 , *SGD 10.00* Mamoww [มะโมว]," When you say it's okay or don't worry, I feel like I'm comforted. Over the past few days I've made a lot of mistakes. I don't feel very well but you make me feel so much better thank you milord :smiling_face_with_tear::smiling_face_with_tear: ",en
1:58:24 , *R$10.00* bella," ""te amo"" :pleading_face::pleading_face:",en
1:58:39 ," (Member (1 month)) *HUF 1,000* Anna"," can i request a growl followed by a ""you drive me crazy"" milord? :_MiSmile:",en
1:59:04 , *$100.00* Erik Emerölduson," Thank you, milord. But I just want to be comforted being told that everything will be fine and I'll survive another day.",en
1:59:36 , (Member (1 month)) *HK$78.00* yaho," It is weird how I forget to breathe when hearing you exhale and inhale. Haven’t slept well for two weeks, but I guess my pain will be ended tonight. A mimir. ",en
1:59:39 , (New member) *HK$25.00* Cynthia 瑞希, je t'aime aussi milord. Ich liebe dich:loudly_crying_face::loudly_crying_face::loudly_crying_face:,en
1:59:50 , (New member) *HK$78.00* Lily8822," Milord, can you say “you can do a great job, my girl.”?:pleading_face: Thank you and love you :red_heart:",en
2:00:11 , (Member (2 months)) おぢさん, Good night:face_blowing_a_kiss:,en
2:00:25 , (New member) *SEK 219.00* Khalid 🔶, Can we have another “good boy” :loudly_crying_face::folded_hands::red_heart: I love you milord,en
2:00:55 , *A$7.99* 𝑨𝒔𝒉𝒕𝒐𝒏 𝑫𝒂𝒓𝒗𝒆𝒍𝒍, How am I meant to make my 2am noodles when you got me acting up like this huh? :flushed_face::black_heart:,en
2:01:21 , *$2.00* Blue-Mooned," Can i get a “hey girlie, hold still”",en
2:03:34 , *£4.49* Cindy," Can you tell me to focus on you only pls, maybe in a forceful way as well",en
2:03:49 , (Member (2 months)) Nifty Missi," Hi daddy, love much, your streams always cheer me up :heart_suit:",en
2:03:54 , *HK$158.00* so fa," Milord,please take the money and have a nice dream.see you tomorrow morning,love you:red_heart:",en
2:04:00 , (New member) *$4.99* andrew m," milord i’m non-binary, could you please tell me i’ve been a good enby? thank you for being so comforting, i love you :red_heart::red_heart::red_heart::kiss::kiss:",en
2:04:22 , (New member) *₹200.00* Rachel.S, Daddy its my first sc and I have a really horrible day can I get a kiss and comfort plz,en
2:04:28 , (Member (1 month)) *ARS 100.00* 墨黎ロナ," i think now im yours, totally:_MiCry: how easy i am",en
2:04:58 ," (New member) *¥2,000* moyan chen"," I wish I knew how to quit you，But I knew it would never be possible，Your kisses, your heartbeat, they all haunt me，MY LOVE. please Can you say【ai ni wo de xiao xing xing】？",en
2:06:26 , (New member) *$19.99* Nathanielㅣknoxinism, Hi milord this is my first time ever sending a supa!! I was wondering if you can say “eres mi tesoro” It means “you are my treasure” in spanish :pleading_face::red_heart:,en
2:06:32 ," (New member) *HUF 2,000* Que Tang_Vox’s Bitter Girl"," According to the time in my hometown it is now my birthday! So may I ask u to be the first one to kiss me on my new age? Thank you and love you as always, milord :red_heart:",en
2:06:46 , (Member (2 months)) *£4.49* Iris paracos, 我也爱您 我的大猩猩（I love you too my gorilla heehee),en
2:07:04 , *A$30.99* 𝑨𝒔𝒉𝒕𝒐𝒏 𝑫𝒂𝒓𝒗𝒆𝒍𝒍, Can you please give me some motivation to take my sleeping meds and to go to sleep? ,en
2:07:04 , (Member (2 months)) *$5.00* Kindred Anon ♀," ...Would you tell me that I don't have to be in charge tonight? That I can stop thinking, and just feel? In whatever words you like, only if you want.",en
2:07:21 ," (New member) *ARS 1,000.00* Samantha_Xin"," Milord, can I get: Ti amo amore. It means I love you baby in Italian. big kiss for you~",en
2:07:22 ," (Member (2 months)) *¥2,440* 百瀬", :loudly_crying_face::red_heart::red_heart::red_heart:,en
2:08:07 , (Member (1 month)) *SGD 5.00* Memee P.," Milord please say “Pom rak khun, tee rak” it means I love you, my love in Thai",en
2:08:28 , (New member) *HK$38.00* Aika 愛歌, OMG can anyone really fall asleep?? I can not breath omg ,en
2:08:29 ," (Member (1 month)) *HUF 1,000* Anna"," one more and i'll disappear i promise! can you say ""You're my girl, you're nobody's but mine."" I'll need that for hard times...",en
2:08:38 , (New member) *₱190.00* soba noodles," Milord , can you say ""Iniibig Kita"" , its an old fashioned ""I love you"" or ""Mahal kita"" in Filipino :pleading_face::red_heart:",en
2:08:54 , (New member) *HK$38.00* 且川Kawa, May I request a “Joe Tau” It is Goodnight in Cantonese. Thank you milord,en
2:08:59 ," *₩10,000* vannie"," daddy, i havent been able to see my family in 3 yrs because of international travel restrictions. Ive been really missing them lately. thank you for making me feel a little less lonely :red_heart: ",en
2:09:51 , (Member (2 months)) *$10.00* miaowpuff -," representing viet kindreds, may i get ""Tôi yêu em' (pronounced Toy ew em) it means I love you :_MiPray:",en
2:10:00 , *A$30.99* 𝑨𝒔𝒉𝒕𝒐𝒏 𝑫𝒂𝒓𝒗𝒆𝒍𝒍, Thank youuu~ guess you’re the good boy now milord~ goodnight daddy:black_heart:,en
2:10:11 ," *HUF 1,790* Pup💛૮ ･ ﻌ･ა", Milord if you could try saying “Szeretlek” [se-ret-leck] (it means I love you in hungarian!) thank u if try!:pleading_face::pleading_face::red_heart::red_heart::red_heart:,en
2:10:12 , (Member (2 months)) *HK$38.00* Phoenix_chi hang, How about calling kindreds as こねこちゃん（it means kitten）,en
2:10:21 ," (Member (2 months)) *¥5,000* rinco", It's not a stream that can be listened to for free. Love you my lord~~:red_heart:TSKR. Thanks for the great sound and voice:folded_hands::sparkles:,en
2:10:21 , (Member (2 months)) *₱250.00* Ais [Vox's FARTussy]," idk why I feel so emotional. so comforting & feels like a real hug. I missed receiving tight hugs so much. Thanks for this daddy, spoiling us with love.:red_heart: can i get ur hand caressing my cheeks (face)?",en
2:11:01 , *HK$78.00* so fa," Milord, can you please sing a sleep song for me? That can help me sleep well,I think.:pleading_face:",en
2:11:29 , *NT$150.00* yiyiyu yu, OMG I don't know if l can sleep :face_with_tears_of_joy::face_with_tears_of_joy:,en
2:11:58 , *A$14.99* 𝑨𝒔𝒉𝒕𝒐𝒏 𝑫𝒂𝒓𝒗𝒆𝒍𝒍, :black_heart::black_heart::black_heart:,en
0:57 ," (Member (1 month)) *¥1,220* Miu"," Tenchou!Congrats 290k! And hi guys,heaven is now open for appointment",en
1:27 , (Member (1 month)) *NT$150.00* Himawari🌻ニャ!!," Ok! heaven, I'm coming",en
2:31 , (Member (2 months)) *HK$15.00* LiA🎀, これは無料で視聴できますか？ ！no!:heart_exclamation:supa fou you,en
5:39 , (Member (2 months)) Luuna ch. (ルウナ）, i am not your strongest soldier today God ,en
5:46 , (New member) *¥610* -ririmaru-, 笑いそうになったらミュートするの可愛い:face_with_tears_of_joy::face_with_tears_of_joy:,en
6:17 ," (New member) *¥1,220* ねぎねぎ", very very arigato代,en
6:38 , (Member (1 month)) *SGD 10.00* Michie Ace," I thought my screen got problem, it looks so dark :_AlbanEye1::_AlbanMouth::_AlbanEye2:",en
6:43 , (Member (2 months)) とーかෆ⸒⸒, ASMR TSKR□□□□I'm crying,en
8:00 ," *¥10,000* 涼羅木あげは(ageha)", Whisper that ...愛してる…… Please give me a lip sound,en
8:01 , (New member) *HK$38.00* pool iu," Alban, I wanna cry:loudly_crying_face:why you sooooooooo cute ",en
8:11 , (Member (2 months)) Shin -しんちゃん-, TSKR I believe I could sleep well tonight www ,en
8:32 , (Member (1 month)) ちーちゃん, ASMRたすかるぅぅぅうう！！生きててよかった:loudly_crying_face::orange_heart::orange_heart::orange_heart: ﾟ･*.✿Thank you tenchou✿.*･ﾟ,en
8:51 , (New member) *¥610* 〈shinozaki〉," Thank you for alban ASMR, the sound is good ",en
10:39 , *A$5.00* Vertzclarity 3.0 ʕ⁠ ⁠ꈍ⁠ᴥ⁠ꈍ⁠ʔ, I for one welcome our new ASMR KIng~,en
12:08 , (Member (2 months)) *¥610* ろく, I'm surprised at the more authentic ASMR than I thought:flushed_face: 小声アルバーン めちゃくちゃたすかる ありがとう:loudly_crying_face::orange_heart:,en
14:29 , (Member (1 month)) Light_like光漾, So nice TSKR:_AlbanCry::_AlbanCry:□,en
15:05 , (New member) *€9.99* Misaki," I’m sorry for the sudden request,can you say ‘nya’,please!:pleading_face::orange_heart::orange_heart::orange_heart:",en
15:20 , *₱50.00* Choconuggit," this made my day, thank you so much :pensive_face::two_hearts:",en
18:01 , (Member (1 month)) Ling🔗🎭, Omg Alban…so nice tskr:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,en
20:14 , (Member (2 months)) おかゆ, :front_facing_baby_chick::front_facing_baby_chick::front_facing_baby_chick:,en
20:56 , (Member (2 months)) *¥500* ゆぱちゃん_Yupa-chan, Thanks for the sleep support………tskr＿＿:sleeping_face::orange_heart:,en
21:46 , (Member (2 months)) Schofield, ASMR TSKR□□□,en
24:36 ," (New member) *¥2,440* 𝗠𝗶𝘀𝗮♥︎", tskr!!!!!!!!!!:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,en
26:21 ," (Member (2 months)) *¥1,000* お菓子屋", TSKR†┏┛墓┗┓† Thank you very much!!! ,en
27:19 , (Member (1 month)) Sato糖糖, Love you:orange_heart::orange_heart::orange_heart::orange_heart:,en
29:06 , (Member (1 month)) Valice Choco ( ͡°³ ͡°), WATASHI NO KOKORO WA NOT OK DESU....,en
29:49 , (Member (2 months)) *NT$150.00* JackYuQ Knox," Oh My God, I'm drowning in Alban's ikemen voice right now.□ I can die without regret now, thank you so much Alban.:_AlbanCry: So so so TSKR!:_AlbanCry:",en
29:52 , (Member (2 months)) Miya Yaminions, :_AlbanEye1::_AlbanMouth::_AlbanEye2:,en
31:08 , (Member (2 months)) *¥250* ろく, My heart is so noisy that I can't relax OMG,en
31:38 , (Member (1 month)) *¥200* mugio[むぎお], Oh Is this heaven?,en
33:56 , (Member (2 months)) *¥610* moe, あしたからまたがんばれます、ありがとう:loudly_crying_face: Alban's voice helped me many times:loudly_crying_face:だいすきだよ〜:double_exclamation_mark:,en
34:28 , (Member (1 month)) AinoLily, Love U chuchu :smiling_face_with_heart_eyes:,en
36:07 ," (Member (2 months)) *¥1,000* Keru"," Hearing all of these kind, lovely things means so much. You're so incredibly wonderful and I appreciate you more than I can put into words. Thank you, Alban! :_AlbanBlessed:",en
36:19 , (Member (1 month)) *¥610* せな, 素敵な配信ありがとう… :_AlbanHeart: 仕事がんばれる:loudly_crying_face:,en
38:24 , (New member) *NT$300.00* Hollyyy, MY brain told me i need to stop or i will dead in the over heart beating but my ears says don't stop:_AlbanCry::_AlbanCry:HOLY SHIT THIS IS TOOOOO SEXYY TSKRRR:_AlbanAwawa::_AlbanAwawa:ILOOVE ALBAN KNOX:_AlbanBlind::_AlbanBlind::_AlbanCry:,en
43:02 , (Member (2 months)) *$9.99* Arella , Tskr my whole life. :place_of_worship:,en
43:20 , (Member (1 month)) *$9.99* Maliciousli 🧸," oh, im die, thank you foreva",en
43:20 , (Member (2 months)) *HK$78.00* Ena🦊🦦Ena nyan, TSKR:crying_face::orange_heart:I’m crying,en
44:35 , (Member (2 months)) *€9.99* Mini ⭐️, we are witnessing all of the takaradachis ascending to heaven rn :relieved_face:🙏🏼,en
44:56 ," (Member (1 month)) *¥2,440* みゅか", 生きててよかった:loudly_crying_face:ありがとうAlban! Thank you very much:smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo:,en
45:02 , (New member) *HK$78.00* Marcy, OMG……this is awesome. Thanks Alban!:orange_heart::orange_heart::orange_heart:,en
48:51 , (Member (1 month)) MIYA, UR DOING SO GOOD ALBAN TSKR!!! I LOVE YOU AND IM SO HAPPY TO BE HERE! ,en
49:37 ," *¥6,100* decimal point", I am about to fall asleep…… your voice is so relaxin…..g……..:sleepy_face::sleepy_face::zzz:,en
54:38 ," (Member (1 month)) *¥1,000* ちーちゃん", 生きててよかったThank you...†┏┛⚘:relieved_face:⚘┗┓†,en
55:31 , (New member) *NT$150.00* HINAヒナ🍒, YO BRO...NOT ONLY THE MANUAL ECHO BUT THE SOUND WHEN U DRINKING WATER...ESPECIALLY U SAY BI*CH IN ASMR...YO...THAT IS..THAT'S SO BCUHSJKNLI I LOST MY WORDS NOW CAN SOMEONE CALL 119 FOR ME I NEED CPR,en
57:45 , (Member (1 month)) mapleSakura 🎭, TSKR ASMR WE LOOOOVE ASMR :smiling_face_with_halo:□□,en
58:21 , (Member (1 month)) aiyaaim, TSKR ALBAN□□,en
59:47 , (Member (2 months)) *HK$100.00* 🎭 SiNuo 🧢," Dont read it plz~ thanks for letting me have a relaxing ""me time"", gather a lot of stress from work without knowing, cause of yr tenderness+cutest laughing+cheer up, cried for a while but my mood improved & real~ly enjoyed",en
1:00:06 ," (New member) *¥2,440* *sayapi《さやぴ》", アルバーンがいるから 毎日しあわせだよ:smiling_face_with_tear::orange_heart:本当にありがとう！あいしてる！:orange_heart:,en
1:02:52 , *NT$300.00* Lilin, :orange_heart::orange_heart::orange_heart:,en
1:04:15 , (Member (2 months)) *HK$50.00* 🎭 SiNuo 🧢," Alban SAMA~ the cutest boy, kindest tenchou, my BEST Oshi of the world~ LOVE YOU MY KING□",en
1:04:27 , (Member (2 months)) *¥500* まめた, TSKR:smiling_face_with_halo::folded_hands:,en
1:07:17 , (New member) *¥200* あむ。amu, :smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo:,en
1:08:37 , (Member (2 months)) *$19.99* Phantasm, Hey currently am unable to walk due to injuring my legs but hey that means I can watch all of your guys stream more. Thank you ,en
1:08:58 , (Member (2 months)) ゆかりり༄, :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:,en
1:09:13 , (Member (1 month)) *NT$300.00* mapleSakura 🎭, I'm crying at this ASMR :smiling_face_with_halo: I'm go to heaven :smiling_face_with_halo:,en
1:09:30 , (Member (1 month)) Alto Ether, :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:,en
1:10:14 , (Member (1 month)) *$7.77* Kris Shush," I can't stop by for long, but excited for this stream and will catch the vod later :orange_heart:",en
1:10:22 , (New member) *NT$300.00* Wendy, You really saved me,en
1:10:26 , (Member (2 months)) *HK$38.00* ゆかりり༄, ありがとう！！人生がんばるよ🥹🥹:orange_heart::orange_heart:,en
1:11:07 ," (New member) *¥2,440* ちさと", Thank you ASMR ...! It's a permanent preservation. 色んなアルバーンくんを知れて嬉しいな🥹:sparkles: 楽しい企画をありがとう:beating_heart:,en
1:11:07 , (Member (1 month)) *$5.00* Corrbin," I was having an anxiety attack when your stream started...and you really helped redirect things to a more comforting place. Ty, Al-bean.",en
1:12:34 , (Member (1 month)) *$5.00* Corrbin," You: Who tf drives loud trucks at this time?? Me: My whole neighborhood, honestly. :face_with_tears_of_joy:",en
1:13:02 , (New member) *NT$30.00* HINAヒナ🍒, A(NGRY)SMR LMFAO I LIKE IT,en
1:14:00 , (Member (2 months)) *HK$50.00* little_cecilia セシリア, ドキドキ:orange_heart:ASMR TSKR:place_of_worship: I THINK I WILL SLEEP WELL TONIGHT (*^▽^*) ......EYYYYY CAN WE HAVE A LULLABY?:eyes:,en
1:16:31 , (Member (2 months)) *NT$75.00* JackYuQ Knox, Can we have a Patrick Line ASMR?:_AlbanEye1::_AlbanMouth::_AlbanEye2: It's OK if you dont want to. I'm glad to hear anything from you□,en
1:16:55 , (New member) *¥610* 〈shinozaki〉, I want you to say this if you like ... “ いつもがんばっててえらいね ‘’ The meaning is that you always do your best ,en
1:17:25 ," (Member (1 month)) *¥1,220* kanae", The sound of drinking water...so…sensitive:flushed_face::orange_heart::orange_heart::orange_heart:KYAAAA:orange_heart::orange_heart::orange_heart:,en
1:19:05 , *NT$300.00* 芷傾," Thank u for asmr! That's so great! Plz 引き続きがんばる!Is it possible to improve the script? I think the word may be so simple, and maybe we need to control the sound better, especially laugh.私はあなたをとても期待していま",en
1:19:39 , (Member (2 months)) *$9.99* Phantasm, One of my favorites is spelling out words quietly and slowly it really help put me to sleep,en
1:22:07 , (Member (1 month)) *HK$25.00* chinghoon靖勳🎭🔗, i'm sorry i can't control my hand,en
1:22:10 ," (Member (2 months)) *¥1,000* まめた", muah:face_blowing_a_kiss:muah:face_blowing_a_kiss:,en
1:23:06 , (Member (1 month)) *HK$500.00* chinghoon靖勳🎭🔗," i'm sorry i can't control my hand, TSKR",en
1:24:00 , (Member (2 months)) *HK$50.00* Teresa, uhhhh tenchou there are many corpses behind the konbini... should we clean those up...? (ty for this very tskr stream:_AlbanBlessed:),en
1:27:00 , (Member (1 month)) *¥610* ちゃんまよ, 朝ごはん食べて:face_with_tears_of_joy:,en
1:28:58 , *¥250* くろ, ASMR最高すぎて泣いちゃいました...これで無事成仏できます:loudly_crying_face::orange_heart:だいすこ！！幸せをありがとう:loudly_crying_face::folded_hands::orange_heart:,en
1:29:30 ," (Member (2 months)) *₱1,250.00* roji", food funds. Eat lots after this~ Thank you for this ASMR stream! Mahal kita!,en
1:29:32 ," (New member) *¥5,200* ゆゆ", TSKR asmr！天国に行きました:smiling_face_with_halo:アルバーンありがとう□,en
1:29:33 , (Member (2 months)) *$4.99* NikkisCupATea, Thank you for this stream! It was actually really relaxing looking forward to more in the future :relieved_face::orange_heart:,en
1:29:41 , (Member (1 month)) *¥500* mugio[むぎお], tskrすぎて　しんぞうないなった :_AlbanCry:What's relax?　Where is my heart? Oh...it's getting darker in front of my eyes.,en
1:29:48 , (Member (2 months)) *SEK 100.00* Ace 【FulltimeTakaradachi】, I died today. thank you tenchou.,en
1:30:02 ," (Member (1 month)) *¥2,000* Kairi", スパチャ何回も投げてごめんね！私のはスルーして大丈夫だよ！Sorry for throwing spacha at you so many times! You can go through mine!,en
1:30:18 , (New member) *¥610* めぽぽ, アルバーンasmr最高だったよ:orange_heart:いい夢みれそうthank you:orange_heart:,en
4:26 , (Member (2 months)) Hidden Attic, 3 months in the membaaship hope you all had a great day!:smiling_face_with_sunglasses::popcorn:,en
7:08 , (Member (2 months)) *MYR 15.00* Serafim, Something possessed me to wake up when you started singing and I'm glad I could watch that live before work lol thanks for the stream :ok_hand:,en
7:33 , (Member (2 months)) *HK$250.00* nixie, I pretend I did not miss anything and tagay !! :_MembaaaHeart:,en
10:58 , (Member (1 month)) *$50.00* maddie🐑, hey fuchan! a friend and I were so excited for the stream that we made a bingo card based off of what crazy stuff we think is gonna happen LMAO so let's gooooooo,en
12:18 , (Member (1 month)) *$10.00* Blink Poke, Having a basic Old Fashioned using Old Grandad. Been a while since I've made a cocktail since I've been trying to avoid sugar but wanted to celebrate with Fuchan and send off Enna with something comfy,en
16:12 , *$5.00* Ainak Melltich," LMAO A FASHION SHOW, Hey Fulger would you have a dragon dew? 1 shot whisky voldka and rum in Mt Dew",en
18:36 , *$5.00* Rithirh, Thanks for this stream: now I'm parasocial drinking instead of drinking alone on a Wednesday,en
20:29 , (New member) *HK$25.00* Purpleうさ, Good evening Fuchan.Hope you enjoyed your evening.,en
21:40 , (New member) *NZ$2.00* Mememe, Tagay!! Although I'm only drinking milk :glass_of_milk::beer_mug:,en
24:52 , (New member) *NT$75.00* 藍藍路LonaBlue🐑," Good morning Fu Chan:red_heart:, have fun! Not much money, go buy more alcohol! Cheers!:clinking_beer_mugs:",en
29:33 , (Member (2 months)) *$2.00* alyx," Settled down w/ a glass of Riesling, ready to Vibe",en
30:33 , (Member (2 months)) V Lai, Glad to become membaaasheeeeeep for 2 months:_MembaaaHype::_MembaaaHype:,en
45:38 , (Member (1 month)) *₱50.00* NekoreShreemp, John Constantine's design is very Daddy design ,en
59:51 , *$5.00* JuicedSkittles," Watch Waiting with Ryan Reynolds, and know about the cardinal rule",en
1:01:27 , (Member (1 month)) Maybe Tmr is better, :smiling_face_with_sunglasses:,en
1:19:19 ," (New member) *¥2,440* Reliz F"," Good morning fuchan.I was so surprised you did a karaoke today.I remember a month ago you said you might do a karaoke stream in future ,so I was wondering if it would be today(it's my birthday too ) .(1/2)",en
1:19:38 , (Member (2 months)) Kari," Someone, is still thinking, about that fanart. Love hanging another month in Fuu-chan Ojisan's streams!!",en
1:20:13 ," (New member) *¥2,440* Reliz F"," and you did sing when I thought nothing is gonna happen,and I totally totally missed it!I didn't even see your tweet!good job fuchan I hate you!(...just kidding I love you I'll wait for your official karaoke stream :loudly_crying_face:(2/2)",en
1:27:03 , (New member) *NT$300.00* Ciuno, i want fuchan be my mommy:hot_face:,en
1:27:49 , (New member) *$4.99* Aikaj 👹, This is very much older brother story time. Coming home from college with tales of the world lol,en
1:40:28 , (New member) *NT$300.00* 芋斗YuDou," It's a bit chilly today,but after I watched Fuchan live stream,I'm starting to feel a bit hot today!(Or maybe it's just too much fun)I Love Fufu :red_heart: ",en
1:59:11 , (New member) *$1.99* Aikaj 👹, This stream is getting nuked rip,en
2:09:11 , (Member (2 months)) *NT$330.00* Tamako," Fu chan,I am so enjoying you and EN’s streamers chat like today.Your stream always cherry me up:smiling_face:Love you a lot!Hope you always happy:red_heart::red_heart::red_heart:",en
2:47:19 , *$5.00* OceansToForests," Why are we here, only to love? :red_heart:",en
3:01:43 , *$19.99* Stoick The Tired," My babe was basically laid out, so of course we got worried",en
3:02:59 , *$5.00* Syrun25, Has anyone checked on Enna? lmao,en
3:24:55 , (Member (2 months)) 豆ᴅᴏᴇ, Love u all:loudly_crying_face::loudly_crying_face:,en
